post_id,author_id,author_username,author_followers,author_account_age_days,has_media,views,likes,retweets,replies,bookmarks,quotes,content_type,ai_generated,lang,engagement_total,engagement_rate,hashtags,created_at,ai_confidence,detection_method
treatment_000730,user_7558,user_18083,1739,599,True,10230,447,147,42,93,33,treatment,True,en,669,0.0653958944281525,"AIArt,AIGenerated",2025-04-20,1.0,pre_labeled
control_000345,user_5060,user_97073,831,1144,True,7432,381,120,68,69,17,control,False,en,586,0.078848223896663,portrait,2025-02-25,1.0,pre_labeled
control_000580,user_5320,user_58782,1048,430,True,4612,240,80,45,63,16,control,False,en,381,0.0826105810928014,photography,2025-04-07,1.0,pre_labeled
control_000088,user_1932,user_90365,511,264,False,6175,436,89,28,89,6,control,False,en,559,0.0905263157894736,"portrait,digitalart",2025-01-31,1.0,pre_labeled
control_000738,user_4360,user_32207,210,1145,True,2431,117,18,13,26,9,control,False,en,157,0.0645824763471822,"portrait,portrait,digitalart",2025-04-01,1.0,pre_labeled
treatment_000560,user_5828,user_17417,581,1688,False,8105,602,55,54,25,28,treatment,True,en,739,0.0911782850092535,"AIArt,AIGenerated",2025-01-11,1.0,pre_labeled
control_000125,user_8907,user_99235,240,164,True,3144,64,59,30,20,8,control,False,en,161,0.051208651399491,"digitalart,artistsontwitter,artistsontwitter",2025-01-08,1.0,pre_labeled
treatment_000382,user_9528,user_72171,55,674,True,16263,871,153,110,59,29,treatment,True,en,1163,0.0715120211523089,"AIArt,AIArt",2025-03-18,1.0,pre_labeled
control_000265,user_9512,user_85882,231,1175,True,6185,426,77,49,52,15,control,False,en,567,0.0916734033953112,"artistsontwitter,portrait,photography",2025-02-18,1.0,pre_labeled
treatment_000239,user_6645,user_84444,935,536,True,14018,417,107,117,116,44,treatment,True,en,685,0.0488657440433728,"AIArt,AIArt",2025-01-06,1.0,pre_labeled
control_000498,user_8334,user_64034,798,1887,True,7003,287,48,26,43,24,control,False,en,385,0.0549764386691417,"portrait,digitalart",2025-01-03,1.0,pre_labeled
treatment_000451,user_9322,user_47041,357,197,False,13013,622,235,61,46,21,treatment,True,en,939,0.072158610620149,"AIArt,AIGenerated",2025-03-17,1.0,pre_labeled
treatment_000316,user_7571,user_99603,757,1801,True,10400,578,125,96,53,17,treatment,True,en,816,0.0784615384615384,"AIGenerated,GrokAI,AIGenerated",2025-03-13,1.0,pre_labeled
control_000363,user_6652,user_13962,1524,1552,True,3945,248,72,17,52,4,control,False,en,341,0.0864385297845374,"photography,digitalart",2025-04-06,1.0,pre_labeled
treatment_000331,user_4337,user_70317,410,859,True,14092,1114,257,72,172,59,treatment,True,en,1502,0.1065852966221969,"SyntheticMedia,AIGenerated",2025-03-01,1.0,pre_labeled
control_000178,user_7735,user_70287,684,1170,True,7482,284,147,17,62,12,control,False,en,460,0.0614808874632451,portrait,2025-03-02,1.0,pre_labeled
treatment_000554,user_9858,user_29753,315,1657,True,7484,436,144,57,107,11,treatment,True,en,648,0.0865847140566542,"SyntheticMedia,GrokAI,GrokImage",2025-01-01,1.0,pre_labeled
treatment_000590,user_8205,user_37540,864,1708,True,17362,490,195,127,144,33,treatment,True,en,845,0.0486695081211841,"GrokImage,GrokImage,GrokAI",2025-03-25,1.0,pre_labeled
treatment_000303,user_9064,user_23560,595,781,True,21539,1202,342,96,123,31,treatment,True,en,1671,0.077580203352059,"GrokAI,SyntheticMedia,GrokImage",2025-02-18,1.0,pre_labeled
control_000385,user_4847,user_75731,580,809,True,5163,409,90,45,38,22,control,False,en,566,0.1096261863257795,photography,2025-01-05,1.0,pre_labeled
treatment_000170,user_1955,user_36880,249,1919,True,15179,1187,285,133,117,23,treatment,True,en,1628,0.107253442255748,"GrokAI,GrokAI,GrokImage",2025-01-02,1.0,pre_labeled
control_000288,user_2148,user_66349,831,526,True,6493,271,60,52,52,23,control,False,en,406,0.0625288772524256,portrait,2025-02-19,1.0,pre_labeled
treatment_000261,user_2535,user_71889,199,777,False,16086,769,150,152,129,39,treatment,True,en,1110,0.0690041029466616,AIArt,2025-04-21,1.0,pre_labeled
treatment_000575,user_4362,user_96327,206,1704,False,12081,661,217,108,76,30,treatment,True,en,1016,0.0840989984272825,AIGenerated,2025-03-25,1.0,pre_labeled
treatment_000044,user_1611,user_10492,602,1632,True,16454,384,216,85,238,52,treatment,True,en,737,0.0447915400510514,AIArt,2025-03-31,1.0,pre_labeled
treatment_000468,user_2633,user_95782,295,1987,True,21116,1516,321,171,149,56,treatment,True,en,2064,0.0977457851865883,"GrokAI,AIGenerated,SyntheticMedia",2025-04-22,1.0,pre_labeled
treatment_000259,user_6288,user_37986,1074,1196,True,17822,1162,179,39,77,71,treatment,True,en,1451,0.0814162271350016,GrokImage,2025-02-18,1.0,pre_labeled
treatment_000544,user_8478,user_26801,379,447,True,3024,75,31,13,9,10,treatment,True,en,129,0.0426587301587301,"SyntheticMedia,GrokImage,AIGenerated",2025-02-07,1.0,pre_labeled
control_000141,user_7682,user_88384,109,1229,False,5713,340,32,55,40,21,control,False,en,448,0.0784176439698932,"artistsontwitter,artistsontwitter,artistsontwitter",2025-02-27,1.0,pre_labeled
treatment_000353,user_4915,user_91858,259,578,True,8070,392,56,65,108,10,treatment,True,en,523,0.0648079306071871,"GrokImage,SyntheticMedia",2025-03-25,1.0,pre_labeled
treatment_000398,user_3524,user_82247,1037,41,True,4834,113,93,45,54,5,treatment,True,en,256,0.0529582126603227,"AIGenerated,GrokAI",2025-01-05,1.0,pre_labeled
control_000042,user_7063,user_43202,426,1594,True,7757,376,120,53,65,26,control,False,en,575,0.0741265953332473,"artistsontwitter,photography,digitalart",2025-03-03,1.0,pre_labeled
treatment_000752,user_1776,user_57992,784,914,True,8082,175,46,55,109,30,treatment,True,en,306,0.0378619153674833,GrokAI,2025-04-25,1.0,pre_labeled
treatment_000529,user_9287,user_40773,164,1416,True,18416,1016,195,174,191,88,treatment,True,en,1473,0.0799847958297133,"AIGenerated,AIArt",2025-02-19,1.0,pre_labeled
control_000237,user_8611,user_57071,362,317,True,3299,181,46,11,14,8,control,False,en,246,0.0745680509245225,"artistsontwitter,photography",2025-01-06,1.0,pre_labeled
treatment_000115,user_6118,user_51269,210,1322,True,10375,398,84,73,66,46,treatment,True,en,601,0.0579277108433734,AIGenerated,2025-02-10,1.0,pre_labeled
treatment_000736,user_7574,user_23819,575,351,True,16964,1093,304,52,139,76,treatment,True,en,1525,0.0898962508842254,AIArt,2025-02-28,1.0,pre_labeled
control_000036,user_4808,user_51121,527,188,False,3054,211,53,24,40,14,control,False,en,302,0.0988867059593975,"portrait,digitalart",2025-04-25,1.0,pre_labeled
control_000067,user_1711,user_75119,223,1395,True,5692,124,31,19,47,18,control,False,en,192,0.0337315530569219,"artistsontwitter,portrait",2025-01-11,1.0,pre_labeled
treatment_000175,user_5156,user_30303,425,473,True,8986,573,125,31,122,33,treatment,True,en,762,0.0847985755619853,"SyntheticMedia,AIGenerated,AIGenerated",2025-01-31,1.0,pre_labeled
treatment_000342,user_6596,user_93824,938,1199,True,7371,482,137,23,78,13,treatment,True,en,655,0.0888617555284222,"SyntheticMedia,AIGenerated",2025-02-26,1.0,pre_labeled
control_000517,user_9808,user_96014,470,305,True,5411,330,70,16,68,15,control,False,en,431,0.0796525596008131,"photography,photography",2025-03-02,1.0,pre_labeled
treatment_000413,user_2186,user_88011,381,926,True,10451,733,102,60,155,13,treatment,True,en,908,0.086881638120754,"GrokAI,SyntheticMedia",2025-03-28,1.0,pre_labeled
control_000411,user_4876,user_66188,510,1779,True,1263,77,19,7,15,1,control,False,en,104,0.0823436262866191,digitalart,2025-01-09,1.0,pre_labeled
treatment_000078,user_6079,user_59343,628,83,True,13850,732,81,131,103,31,treatment,True,en,975,0.0703971119133574,"GrokAI,GrokAI",2025-03-08,1.0,pre_labeled
control_000344,user_3999,user_51457,61,771,False,5652,311,40,47,27,8,control,False,en,406,0.0718329794762915,artistsontwitter,2025-01-27,1.0,pre_labeled
control_000674,user_9417,user_77576,523,235,True,4694,138,68,23,58,23,control,False,en,252,0.0536855560289731,"artistsontwitter,digitalart",2025-04-25,1.0,pre_labeled
control_000254,user_5257,user_97849,276,468,True,3503,149,59,12,38,12,control,False,en,232,0.0662289466171852,"artistsontwitter,portrait,portrait",2025-04-04,1.0,pre_labeled
control_000733,user_9827,user_72989,18,1135,True,5406,175,30,22,78,19,control,False,en,246,0.0455049944506104,"artistsontwitter,photography",2025-04-21,1.0,pre_labeled
treatment_000615,user_6755,user_80543,448,1973,True,9931,554,107,31,51,43,treatment,True,en,735,0.0740106736481723,AIGenerated,2025-01-15,1.0,pre_labeled
treatment_000585,user_9322,user_31158,999,1828,False,11437,349,179,82,169,18,treatment,True,en,628,0.0549095042406225,"SyntheticMedia,GrokAI",2025-02-27,1.0,pre_labeled
treatment_000198,user_4050,user_96558,498,126,True,16861,954,92,116,196,26,treatment,True,en,1188,0.0704584544214459,"SyntheticMedia,AIArt,GrokImage",2025-01-25,1.0,pre_labeled
treatment_000015,user_8073,user_85319,194,1994,True,26364,1770,449,104,299,67,treatment,True,en,2390,0.0906539220148687,"AIGenerated,GrokAI",2025-04-24,1.0,pre_labeled
treatment_000786,user_1291,user_84094,550,859,True,11707,576,88,44,78,55,treatment,True,en,763,0.0651746818142991,GrokAI,2025-04-17,1.0,pre_labeled
control_000332,user_9741,user_66946,383,697,True,4258,204,72,13,13,4,control,False,en,293,0.0688116486613433,"portrait,artistsontwitter",2025-03-01,1.0,pre_labeled
treatment_000274,user_4762,user_52004,195,1607,True,11198,460,62,27,167,28,treatment,True,en,577,0.0515270584032863,"GrokAI,SyntheticMedia,AIGenerated",2025-04-07,1.0,pre_labeled
control_000568,user_5689,user_10062,231,1404,True,4781,244,87,43,59,13,control,False,en,387,0.0809454089102698,photography,2025-02-21,1.0,pre_labeled
control_000231,user_4086,user_49194,900,1116,True,4887,261,33,22,46,20,control,False,en,336,0.0687538367096378,"digitalart,digitalart",2025-03-31,1.0,pre_labeled
treatment_000720,user_2252,user_87756,557,1589,True,7288,345,66,45,83,25,treatment,True,en,481,0.0659989023051591,"AIArt,AIArt",2025-02-03,1.0,pre_labeled
control_000093,user_3918,user_50754,342,1111,True,4638,259,65,17,40,8,control,False,en,349,0.0752479517033204,"artistsontwitter,artistsontwitter",2025-02-11,1.0,pre_labeled
control_000522,user_6847,user_77638,401,1286,True,3237,78,19,15,36,8,control,False,en,120,0.0370713623725671,artistsontwitter,2025-01-29,1.0,pre_labeled
treatment_000672,user_6725,user_50434,405,328,True,10149,321,74,30,73,36,treatment,True,en,461,0.0454231944033894,"GrokAI,GrokImage",2025-02-09,1.0,pre_labeled
control_000445,user_9377,user_94607,95,822,True,2693,204,51,22,25,10,control,False,en,287,0.1065725956182696,"artistsontwitter,digitalart",2025-01-13,1.0,pre_labeled
treatment_000493,user_6427,user_10405,430,88,False,13832,748,206,134,171,56,treatment,True,en,1144,0.0827067669172932,"AIArt,GrokAI,GrokImage",2025-04-07,1.0,pre_labeled
treatment_000654,user_5976,user_61492,1474,1513,True,7116,494,122,63,38,21,treatment,True,en,700,0.0983698707138842,AIArt,2025-03-15,1.0,pre_labeled
treatment_000199,user_9656,user_56146,220,737,True,21769,803,368,178,266,41,treatment,True,en,1390,0.0638522669851623,GrokAI,2025-02-04,1.0,pre_labeled
treatment_000607,user_5627,user_88687,407,682,True,9982,713,140,88,137,22,treatment,True,en,963,0.0964736525746343,"SyntheticMedia,AIGenerated",2025-04-19,1.0,pre_labeled
control_000529,user_9901,user_54419,773,1103,True,8761,691,164,65,71,17,control,False,en,937,0.1069512612715443,"portrait,digitalart",2025-01-03,1.0,pre_labeled
control_000106,user_3574,user_40968,1194,1662,True,5191,327,37,31,33,19,control,False,en,414,0.0797534193796956,"photography,portrait",2025-01-09,1.0,pre_labeled
control_000426,user_5183,user_96530,338,264,True,3501,94,21,13,23,14,control,False,en,142,0.0405598400457012,"artistsontwitter,digitalart,artistsontwitter",2025-01-23,1.0,pre_labeled
control_000791,user_4981,user_48914,1120,1663,False,5994,406,61,38,76,15,control,False,en,520,0.0867534200867534,photography,2025-04-18,1.0,pre_labeled
treatment_000351,user_1404,user_55430,592,1814,True,8627,664,109,24,67,38,treatment,True,en,835,0.0967891503419497,"GrokAI,GrokAI,AIArt",2025-03-23,1.0,pre_labeled
control_000328,user_5155,user_84623,282,1167,True,9179,422,110,34,86,39,control,False,en,605,0.0659113193158296,photography,2025-02-22,1.0,pre_labeled
treatment_000381,user_9430,user_93470,216,581,True,19129,642,202,146,198,19,treatment,True,en,1009,0.0527471378535208,"GrokAI,GrokAI,SyntheticMedia",2025-03-30,1.0,pre_labeled
control_000019,user_2373,user_32729,102,1723,True,5725,408,42,39,64,20,control,False,en,509,0.0889082969432314,"portrait,digitalart",2025-02-14,1.0,pre_labeled
control_000183,user_6808,user_44725,557,551,True,10412,738,182,82,107,48,control,False,en,1050,0.1008451786400307,"digitalart,digitalart",2025-03-10,1.0,pre_labeled
control_000376,user_7505,user_23049,377,1175,True,3877,123,39,33,13,5,control,False,en,200,0.0515862780500386,portrait,2025-03-08,1.0,pre_labeled
control_000204,user_7638,user_88220,852,843,True,10847,261,198,83,89,53,control,False,en,595,0.054853876647921,"photography,artistsontwitter,photography",2025-01-13,1.0,pre_labeled
control_000283,user_8815,user_17529,1141,104,True,3504,86,39,28,30,12,control,False,en,165,0.0470890410958904,"portrait,artistsontwitter",2025-03-16,1.0,pre_labeled
control_000008,user_9577,user_80163,553,1483,False,2081,136,16,13,17,8,control,False,en,173,0.083133109082172,"photography,photography,digitalart",2025-04-12,1.0,pre_labeled
control_000285,user_5248,user_70972,582,1683,True,5969,166,45,32,67,20,control,False,en,263,0.0440609817389847,portrait,2025-04-26,1.0,pre_labeled
treatment_000240,user_2261,user_73554,859,1884,True,24416,932,317,204,247,47,treatment,True,en,1500,0.061435124508519,"SyntheticMedia,GrokImage",2025-04-19,1.0,pre_labeled
treatment_000432,user_8432,user_97330,189,1562,True,11562,541,155,40,100,27,treatment,True,en,763,0.0659920428991523,"AIArt,SyntheticMedia,AIGenerated",2025-01-01,1.0,pre_labeled
treatment_000056,user_5918,user_32039,289,1369,True,12610,818,183,94,75,32,treatment,True,en,1127,0.0893735130848532,"AIGenerated,SyntheticMedia,GrokAI",2025-04-12,1.0,pre_labeled
treatment_000073,user_2169,user_21243,1028,1881,True,7967,393,122,71,39,27,treatment,True,en,613,0.0769423873478097,"GrokImage,GrokImage,AIGenerated",2025-01-20,1.0,pre_labeled
control_000357,user_7361,user_65060,195,1427,True,4942,138,56,15,63,11,control,False,en,220,0.0445163901254552,"artistsontwitter,portrait",2025-03-06,1.0,pre_labeled
control_000086,user_1673,user_60937,321,1373,True,5347,178,57,52,36,17,control,False,en,304,0.0568543108285019,"portrait,portrait",2025-04-18,1.0,pre_labeled
control_000229,user_9891,user_96006,468,1692,True,7857,469,154,44,71,18,control,False,en,685,0.087183403334606,portrait,2025-01-21,1.0,pre_labeled
treatment_000724,user_8072,user_64322,1021,248,True,17420,1052,138,62,143,34,treatment,True,en,1286,0.0738231917336394,"GrokImage,GrokImage,AIArt",2025-04-30,1.0,pre_labeled
control_000599,user_4852,user_91455,1033,1744,True,5717,398,103,46,19,28,control,False,en,575,0.1005772258177365,"artistsontwitter,digitalart,digitalart",2025-03-12,1.0,pre_labeled
treatment_000043,user_4190,user_13254,1041,1871,True,5745,400,90,30,26,12,treatment,True,en,532,0.0926022628372497,GrokAI,2025-03-13,1.0,pre_labeled
treatment_000100,user_8493,user_10394,321,706,True,11355,281,144,77,154,39,treatment,True,en,541,0.0476442095992954,SyntheticMedia,2025-04-21,1.0,pre_labeled
control_000588,user_4967,user_21855,385,1985,True,3268,88,45,25,25,15,control,False,en,173,0.052937576499388,"portrait,digitalart,artistsontwitter",2025-01-27,1.0,pre_labeled
control_000355,user_3785,user_91912,364,1949,True,5082,210,71,26,67,11,control,False,en,318,0.0625737898465171,artistsontwitter,2025-03-10,1.0,pre_labeled
treatment_000101,user_2798,user_13811,122,1900,True,9308,374,157,30,42,27,treatment,True,en,588,0.0631714654061022,"GrokAI,GrokImage",2025-03-07,1.0,pre_labeled
treatment_000631,user_3947,user_26665,128,1732,True,5750,347,99,20,50,24,treatment,True,en,490,0.0852173913043478,"GrokAI,AIArt,AIArt",2025-04-06,1.0,pre_labeled
treatment_000107,user_6982,user_25581,352,1053,True,8855,655,66,86,62,33,treatment,True,en,840,0.0948616600790513,"GrokImage,AIGenerated,SyntheticMedia",2025-04-08,1.0,pre_labeled
control_000280,user_9571,user_61355,622,1438,True,10333,414,93,52,60,11,control,False,en,570,0.0551630697764444,"photography,digitalart,photography",2025-03-19,1.0,pre_labeled
control_000460,user_2840,user_55661,119,1967,False,3780,151,61,35,50,16,control,False,en,263,0.0695767195767195,"photography,portrait",2025-02-21,1.0,pre_labeled
treatment_000682,user_9638,user_36099,214,1710,True,13891,857,74,113,50,50,treatment,True,en,1094,0.0787560290835793,"AIArt,GrokImage,AIGenerated",2025-04-06,1.0,pre_labeled
control_000432,user_2720,user_13165,243,1671,True,3335,180,26,25,22,5,control,False,en,236,0.0707646176911544,"portrait,portrait",2025-03-21,1.0,pre_labeled
control_000293,user_3737,user_59283,393,743,True,6791,356,53,36,95,29,control,False,en,474,0.0697982624061257,"photography,portrait,photography",2025-04-11,1.0,pre_labeled
treatment_000582,user_1960,user_41203,266,170,True,13839,639,170,85,182,26,treatment,True,en,920,0.0664787918202182,AIGenerated,2025-02-23,1.0,pre_labeled
treatment_000787,user_7174,user_17029,538,1717,True,10469,375,62,50,79,31,treatment,True,en,518,0.0494794154169452,"GrokAI,GrokAI",2025-02-04,1.0,pre_labeled
control_000414,user_5564,user_95037,502,566,True,7428,306,69,66,68,22,control,False,en,463,0.062331717824448,digitalart,2025-03-14,1.0,pre_labeled
treatment_000128,user_6170,user_47652,329,1265,True,10747,856,152,86,39,10,treatment,True,en,1104,0.1027263422350423,"SyntheticMedia,AIArt,SyntheticMedia",2025-04-23,1.0,pre_labeled
treatment_000425,user_2797,user_97282,484,399,True,8114,496,83,76,89,38,treatment,True,en,693,0.0854079368991865,AIArt,2025-02-07,1.0,pre_labeled
control_000781,user_1038,user_88347,345,41,True,2568,88,45,7,21,9,control,False,en,149,0.0580218068535825,"digitalart,artistsontwitter",2025-04-16,1.0,pre_labeled
control_000518,user_8593,user_37249,477,1635,False,2744,85,37,17,11,4,control,False,en,143,0.0521137026239067,"portrait,photography,photography",2025-01-28,1.0,pre_labeled
control_000789,user_6848,user_97099,119,760,True,8203,484,70,33,83,23,control,False,en,610,0.0743630379129586,digitalart,2025-04-16,1.0,pre_labeled
control_000795,user_6897,user_47648,585,460,True,2985,105,21,19,43,9,control,False,en,154,0.0515912897822445,"portrait,digitalart,photography",2025-04-23,1.0,pre_labeled
