post_id,author_id,author_username,author_followers,author_account_age_days,author_created,text,created_at,lang,has_media,media_types,media_urls,likes,retweets,replies,views,bookmarks,quotes,hashtags,content_type,ai_generated,engagement_total,engagement_rate
treatment_000141,user_3712,user_43474,517,799,2022-01-01,Synthetic treatment post #141,2025-03-16,en,True,photo,,634,194,73,17682,211,76,syntheticmedia,treatment,True,977,0.05525393055084266
control_000589,user_2331,user_36563,273,1820,2022-01-01,Synthetic control post #589,2025-02-16,en,True,photo,,121,34,22,2283,19,6,"photography,portrait,digitalart",control,False,183,0.08015768725361366
control_000132,user_9427,user_48464,66,1239,2022-01-01,Synthetic control post #132,2025-04-18,en,True,photo,,154,22,13,2548,36,10,"artistsontwitter,digitalart,photography",control,False,199,0.07810047095761381
treatment_000528,user_3285,user_41489,382,1331,2022-01-01,Synthetic treatment post #528,2025-03-28,en,True,photo,,494,153,52,19786,143,45,aiart,treatment,True,744,0.037602345092489636
treatment_000464,user_6001,user_41698,135,1533,2022-01-01,Synthetic treatment post #464,2025-02-06,en,True,photo,,593,202,194,27188,198,123,"grokai,syntheticmedia,aiart",treatment,True,1112,0.040900397234073856
treatment_000715,user_8632,user_67679,524,266,2022-01-01,Synthetic treatment post #715,2025-03-21,en,True,photo,,1384,193,115,23558,345,76,"grokai,grokimage",treatment,True,1768,0.07504881568893794
control_000201,user_4287,user_12237,332,1636,2022-01-01,Synthetic control post #201,2025-02-15,en,True,photo,,124,52,26,2723,9,11,"artistsontwitter,portrait",control,False,213,0.07822254865956665
treatment_000306,user_6205,user_65300,302,241,2022-01-01,Synthetic treatment post #306,2025-03-30,en,True,photo,,314,60,44,9441,30,25,"grokimage,syntheticmedia",treatment,True,443,0.046922995445397735
treatment_000765,user_6189,user_82283,147,292,2022-01-01,Synthetic treatment post #765,2025-03-28,en,True,photo,,431,120,97,11442,109,29,syntheticmedia,treatment,True,677,0.05916797762628911
control_000603,user_7133,user_35918,1014,1685,2022-01-01,Synthetic control post #603,2025-04-08,en,True,photo,,183,96,31,8690,65,38,photography,control,False,348,0.04004602991944764
control_000621,user_9048,user_89506,561,1589,2022-01-01,Synthetic control post #621,2025-01-23,en,True,photo,,156,84,28,6650,69,23,"digitalart,portrait,photography",control,False,291,0.0437593984962406
treatment_000591,user_9386,user_77840,350,300,2022-01-01,Synthetic treatment post #591,2025-01-28,en,True,photo,,400,158,107,12169,124,54,grokimage,treatment,True,719,0.05908455912564713
control_000658,user_9613,user_56629,453,269,2022-01-01,Synthetic control post #658,2025-01-16,en,True,photo,,276,26,32,4734,34,8,"digitalart,photography",control,False,342,0.07224334600760456
treatment_000297,user_8652,user_66526,210,503,2022-01-01,Synthetic treatment post #297,2025-04-11,en,True,photo,,131,32,7,3314,34,6,"grokai,grokimage,aiart",treatment,True,176,0.053108026554013275
control_000579,user_1436,user_46694,389,1520,2022-01-01,Synthetic control post #579,2025-03-14,en,True,photo,,324,68,34,5338,47,5,digitalart,control,False,431,0.08074185088047958
control_000138,user_1474,user_29832,448,813,2022-01-01,Synthetic control post #138,2025-04-02,en,True,photo,,278,28,22,4358,55,8,"photography,digitalart",control,False,336,0.07709958696649839
control_000397,user_7002,user_82375,231,344,2022-01-01,Synthetic control post #397,2025-01-30,en,True,photo,,481,74,57,6971,93,32,"photography,portrait,artistsontwitter",control,False,644,0.09238272844642088
treatment_000730,user_4537,user_31009,221,1060,2022-01-01,Synthetic treatment post #730,2025-02-20,en,True,photo,,587,113,34,11907,45,28,grokai,treatment,True,762,0.06399596875787351
control_000345,user_1307,user_48684,91,959,2022-01-01,Synthetic control post #345,2025-01-16,en,True,photo,,203,64,28,3566,43,14,photography,control,False,309,0.08665171060011218
control_000580,user_1937,user_28907,427,1390,2022-01-01,Synthetic control post #580,2025-03-05,en,True,photo,,153,50,25,3385,12,8,"portrait,artistsontwitter,digitalart",control,False,236,0.06971935007385524
control_000088,user_2470,user_50850,90,1624,2022-01-01,Synthetic control post #88,2025-04-06,en,True,photo,,230,67,13,4721,34,9,"digitalart,portrait",control,False,319,0.06757042999364542
control_000738,user_9530,user_83167,52,1065,2022-01-01,Synthetic control post #738,2025-02-09,en,True,photo,,271,74,35,4083,55,13,artistsontwitter,control,False,393,0.09625275532696546
treatment_000560,user_7826,user_75937,185,1101,2022-01-01,Synthetic treatment post #560,2025-01-07,en,True,photo,,349,126,78,11184,114,18,"aiart,syntheticmedia,aigenerated",treatment,True,571,0.05105507868383405
control_000125,user_1951,user_15961,370,1991,2022-01-01,Synthetic control post #125,2025-03-25,en,True,photo,,323,54,20,5243,26,14,"digitalart,photography,portrait",control,False,411,0.0783902345985123
treatment_000382,user_6427,user_42400,502,504,2022-01-01,Synthetic treatment post #382,2025-02-27,en,True,photo,,351,150,24,9772,140,45,"grokai,syntheticmedia,grokimage",treatment,True,570,0.058329922226770366
control_000265,user_6173,user_38764,379,485,2022-01-01,Synthetic control post #265,2025-04-07,en,True,photo,,300,97,12,5854,74,28,"photography,artistsontwitter",control,False,437,0.0746498120942945
treatment_000239,user_4123,user_99183,82,151,2022-01-01,Synthetic treatment post #239,2025-02-12,en,True,photo,,463,65,69,8707,89,43,"aiart,grokai",treatment,True,640,0.07350407717928104
control_000498,user_2342,user_59593,502,962,2022-01-01,Synthetic control post #498,2025-03-30,en,True,photo,,170,90,17,7857,112,18,"digitalart,artistsontwitter,portrait",control,False,295,0.03754613720249459
treatment_000451,user_6782,user_60202,1024,402,2022-01-01,Synthetic treatment post #451,2025-01-22,en,True,photo,,395,170,74,11428,47,27,"aigenerated,syntheticmedia",treatment,True,666,0.05827791389569478
treatment_000316,user_8503,user_11087,587,1851,2022-01-01,Synthetic treatment post #316,2025-04-30,en,True,photo,,868,162,31,10927,96,44,"grokai,aigenerated",treatment,True,1105,0.1011256520545438
control_000363,user_5639,user_89915,433,1892,2022-01-01,Synthetic control post #363,2025-01-18,en,True,photo,,231,95,37,6684,61,9,"digitalart,portrait,photography",control,False,372,0.05565529622980251
treatment_000331,user_2825,user_62409,334,366,2022-01-01,Synthetic treatment post #331,2025-02-11,en,True,photo,,323,152,79,9006,87,17,"aiart,grokimage",treatment,True,571,0.06340217632689318
control_000178,user_3137,user_86388,687,1732,2022-01-01,Synthetic control post #178,2025-04-20,en,True,photo,,173,75,18,4776,14,13,"digitalart,photography",control,False,279,0.05841708542713568
treatment_000554,user_1527,user_98496,338,1658,2022-01-01,Synthetic treatment post #554,2025-03-29,en,True,photo,,247,43,23,6451,95,17,"grokai,aiart,aigenerated",treatment,True,330,0.05115485971167261
treatment_000590,user_9714,user_45456,929,1685,2022-01-01,Synthetic treatment post #590,2025-04-14,en,False,photo,,534,127,67,13947,197,65,"grokimage,aigenerated",treatment,True,793,0.05685810568581057
treatment_000303,user_4743,user_39817,929,283,2022-01-01,Synthetic treatment post #303,2025-03-06,en,True,photo,,664,113,119,17031,247,71,"syntheticmedia,grokimage,aiart",treatment,True,967,0.056778815101873055
control_000385,user_9486,user_14997,10,1087,2022-01-01,Synthetic control post #385,2025-03-21,en,True,photo,,224,25,26,3196,20,8,"digitalart,artistsontwitter,photography",control,False,283,0.08854818523153943
treatment_000170,user_2378,user_64253,342,550,2022-01-01,Synthetic treatment post #170,2025-01-24,en,True,photo,,547,142,94,10791,71,23,"syntheticmedia,aiart",treatment,True,806,0.07469187285701047
control_000288,user_4551,user_58315,852,47,2022-01-01,Synthetic control post #288,2025-01-27,en,False,photo,,300,96,31,5725,17,24,"artistsontwitter,photography",control,False,451,0.07877729257641922
treatment_000261,user_4834,user_41010,111,719,2022-01-01,Synthetic treatment post #261,2025-01-21,en,True,photo,,287,33,30,4305,33,9,"syntheticmedia,grokai",treatment,True,359,0.08339140534262486
treatment_000575,user_4000,user_45706,708,381,2022-01-01,Synthetic treatment post #575,2025-03-26,en,True,photo,,952,274,150,16113,204,74,aiart,treatment,True,1450,0.08998944951281573
treatment_000044,user_4090,user_36783,904,1629,2022-01-01,Synthetic treatment post #44,2025-03-30,en,True,photo,,648,329,98,19370,267,63,grokimage,treatment,True,1138,0.058750645327826534
treatment_000468,user_2667,user_96719,617,1720,2022-01-01,Synthetic treatment post #468,2025-01-18,en,True,photo,,397,68,110,11355,111,24,aiart,treatment,True,599,0.0527520915896081
treatment_000259,user_3360,user_44965,810,1519,2022-01-01,Synthetic treatment post #259,2025-01-07,en,True,photo,,630,162,19,8537,56,27,"aiart,grokai,grokimage",treatment,True,838,0.0981609464683144
treatment_000544,user_5577,user_43528,1082,1855,2022-01-01,Synthetic treatment post #544,2025-02-16,en,True,photo,,982,286,152,16497,74,55,"aiart,grokai,syntheticmedia",treatment,True,1475,0.08941019579317451
control_000141,user_8874,user_49578,260,641,2022-01-01,Synthetic control post #141,2025-04-08,en,True,photo,,367,97,27,7449,46,8,"digitalart,artistsontwitter,portrait",control,False,499,0.0669888575647738
treatment_000353,user_3395,user_28628,327,211,2022-01-01,Synthetic treatment post #353,2025-04-01,en,True,photo,,282,141,76,10580,49,11,"grokai,syntheticmedia,aiart",treatment,True,510,0.048204158790170135
treatment_000398,user_4229,user_77946,357,1798,2022-01-01,Synthetic treatment post #398,2025-03-30,en,True,photo,,717,188,34,9611,44,27,"grokimage,aigenerated,grokai",treatment,True,966,0.10050983248361253
control_000042,user_7642,user_92576,268,1456,2022-01-01,Synthetic control post #42,2025-03-11,en,True,photo,,217,61,30,3524,19,17,photography,control,False,325,0.09222474460839955
treatment_000752,user_9131,user_13474,76,982,2022-01-01,Synthetic treatment post #752,2025-04-12,en,True,photo,,138,25,14,2674,30,12,"grokai,grokimage",treatment,True,189,0.07068062827225131
treatment_000529,user_8688,user_72143,132,197,2022-01-01,Synthetic treatment post #529,2025-03-08,en,True,photo,,382,50,35,7279,38,35,"grokai,grokimage,aiart",treatment,True,502,0.06896551724137931
control_000237,user_4597,user_17917,800,1986,2022-01-01,Synthetic control post #237,2025-03-17,en,True,photo,,278,32,36,6227,80,28,artistsontwitter,control,False,374,0.06006102457041914
treatment_000115,user_5065,user_18573,1124,908,2022-01-01,Synthetic treatment post #115,2025-01-13,en,True,photo,,534,114,96,10927,52,16,"syntheticmedia,grokimage,grokai",treatment,True,760,0.06955248467099845
treatment_000736,user_1814,user_68370,315,590,2022-01-01,Synthetic treatment post #736,2025-02-26,en,True,photo,,907,303,35,15936,57,54,"aigenerated,grokimage",treatment,True,1299,0.08151355421686747
control_000036,user_1381,user_32664,941,81,2022-01-01,Synthetic control post #36,2025-03-11,en,True,photo,,432,126,52,8359,61,9,"digitalart,portrait,artistsontwitter",control,False,619,0.0740519200861347
control_000067,user_7534,user_50289,239,1702,2022-01-01,Synthetic control post #67,2025-04-20,en,True,photo,,766,200,83,10398,132,26,"digitalart,artistsontwitter,portrait",control,False,1075,0.10338526639738412
treatment_000175,user_2835,user_26703,488,463,2022-01-01,Synthetic treatment post #175,2025-02-03,en,True,photo,,309,73,90,13158,71,22,"aigenerated,grokai",treatment,True,494,0.037543699650402794
treatment_000342,user_3080,user_63705,327,759,2022-01-01,Synthetic treatment post #342,2025-01-15,en,False,photo,,1206,118,129,19984,258,87,grokai,treatment,True,1540,0.07706164931945557
control_000517,user_5402,user_63654,796,658,2022-01-01,Synthetic control post #517,2025-04-27,en,True,photo,,268,84,26,6430,35,18,"artistsontwitter,photography,portrait",control,False,396,0.06158631415241057
treatment_000413,user_7125,user_48808,660,1706,2022-01-01,Synthetic treatment post #413,2025-02-26,en,True,photo,,568,132,95,13898,94,41,syntheticmedia,treatment,True,836,0.06015253993380343
control_000411,user_3721,user_11425,925,1417,2022-01-01,Synthetic control post #411,2025-04-13,en,True,photo,,203,40,10,3349,31,15,"photography,portrait,artistsontwitter",control,False,268,0.0800238877276799
treatment_000078,user_6325,user_30358,405,107,2022-01-01,Synthetic treatment post #78,2025-03-01,en,True,photo,,205,77,24,4119,34,13,aiart,treatment,True,319,0.07744598203447439
control_000344,user_5027,user_86254,543,1486,2022-01-01,Synthetic control post #344,2025-04-20,en,True,photo,,239,117,44,6670,56,32,"photography,artistsontwitter,digitalart",control,False,432,0.06476761619190405
control_000674,user_1383,user_39761,438,1629,2022-01-01,Synthetic control post #674,2025-04-29,en,True,photo,,412,44,41,8860,91,29,"photography,digitalart,artistsontwitter",control,False,526,0.059367945823927765
control_000254,user_1510,user_32390,457,717,2022-01-01,Synthetic control post #254,2025-02-07,en,False,photo,,373,106,47,6667,83,21,"portrait,artistsontwitter,photography",control,False,547,0.08204589770511475
control_000733,user_3027,user_68808,260,345,2022-01-01,Synthetic control post #733,2025-03-07,en,True,photo,,103,17,4,1827,17,3,"digitalart,photography,artistsontwitter",control,False,127,0.06951286261631089
treatment_000615,user_5953,user_51533,927,91,2022-01-01,Synthetic treatment post #615,2025-03-16,en,True,photo,,198,96,51,6950,89,12,"grokai,grokimage,aiart",treatment,True,357,0.051366906474820145
treatment_000585,user_2089,user_19526,708,1873,2022-01-01,Synthetic treatment post #585,2025-04-18,en,True,photo,,312,69,52,8284,63,16,"aigenerated,aiart,grokimage",treatment,True,449,0.05420086914534041
treatment_000198,user_8681,user_41976,1354,1161,2022-01-01,Synthetic treatment post #198,2025-01-01,en,True,photo,,677,88,63,8620,85,36,"aigenerated,aiart,grokimage",treatment,True,864,0.10023201856148492
treatment_000015,user_9421,user_88859,473,780,2022-01-01,Synthetic treatment post #15,2025-01-05,en,True,photo,,360,80,29,7389,100,17,aigenerated,treatment,True,486,0.06577344701583435
treatment_000786,user_6662,user_23315,624,1394,2022-01-01,Synthetic treatment post #786,2025-03-14,en,True,photo,,1007,125,68,13579,51,65,grokimage,treatment,True,1265,0.09315855364901686
control_000332,user_5465,user_12667,795,217,2022-01-01,Synthetic control post #332,2025-04-16,en,True,photo,,83,35,30,3601,29,16,"digitalart,portrait",control,False,164,0.045542904748680925
treatment_000274,user_1230,user_95376,131,1094,2022-01-01,Synthetic treatment post #274,2025-01-18,en,True,photo,,698,63,32,9885,115,23,aiart,treatment,True,816,0.08254931714719271
control_000568,user_4827,user_19282,208,55,2022-01-01,Synthetic control post #568,2025-04-13,en,True,photo,,356,82,65,6895,56,27,"artistsontwitter,digitalart,photography",control,False,530,0.07686729514140682
control_000231,user_4105,user_65560,127,1598,2022-01-01,Synthetic control post #231,2025-04-16,en,False,photo,,92,50,40,4409,34,10,"artistsontwitter,photography",control,False,192,0.04354728963483783
treatment_000720,user_8069,user_13794,827,437,2022-01-01,Synthetic treatment post #720,2025-02-19,en,True,photo,,315,129,85,10736,143,16,"aiart,grokai",treatment,True,545,0.05076378539493294
control_000093,user_2103,user_56583,729,558,2022-01-01,Synthetic control post #93,2025-01-09,en,True,photo,,56,48,15,2701,27,6,"artistsontwitter,portrait,photography",control,False,125,0.04627915586819696
control_000522,user_3328,user_40728,933,1124,2022-01-01,Synthetic control post #522,2025-03-20,en,False,photo,,116,48,31,4896,62,8,artistsontwitter,control,False,203,0.04146241830065359
treatment_000672,user_6405,user_63648,463,1877,2022-01-01,Synthetic treatment post #672,2025-01-11,en,True,photo,,1085,292,44,17346,69,43,"aiart,grokai",treatment,True,1464,0.08439986163957108
control_000445,user_4434,user_67948,2188,1896,2022-01-01,Synthetic control post #445,2025-03-26,en,True,photo,,411,106,39,5636,25,22,"artistsontwitter,photography",control,False,578,0.10255500354861603
treatment_000493,user_7261,user_95979,324,204,2022-01-01,Synthetic treatment post #493,2025-02-16,en,True,photo,,531,107,50,8240,60,26,"aiart,syntheticmedia",treatment,True,714,0.0866504854368932
treatment_000654,user_9801,user_59931,104,169,2022-01-01,Synthetic treatment post #654,2025-02-03,en,True,photo,,1107,159,90,14358,181,19,grokai,treatment,True,1375,0.09576542693968519
treatment_000199,user_2877,user_65034,465,1398,2022-01-01,Synthetic treatment post #199,2025-04-04,en,False,photo,,492,162,22,9280,62,37,aigenerated,treatment,True,713,0.07683189655172414
